Filename_MOD11A1_LST_Day, filename_MOD11A1_LST_Night,No_GoodQuality, No_Total, GoodQ_Rate
MOD11A1_2013237.LST_Day_1km.tif, MOD11A1_2013237.QC_Day.tif, 386261, 396600, 0.973931
MOD11A1_2013237.LST_Night_1km.tif, MOD11A1_2013237.QC_Night.tif, 279941, 396600, 0.705852
MOD11A1_2013238.LST_Day_1km.tif, MOD11A1_2013238.QC_Day.tif, 120792, 396600, 0.304569
MOD11A1_2013238.LST_Night_1km.tif, MOD11A1_2013238.QC_Night.tif, 14928, 396600, 0.037640
MOD11A1_2013239.LST_Day_1km.tif, MOD11A1_2013239.QC_Day.tif, 77155, 396600, 0.194541
MOD11A1_2013239.LST_Night_1km.tif, MOD11A1_2013239.QC_Night.tif, 311325, 396600, 0.784985
MOD11A1_2013240.LST_Day_1km.tif, MOD11A1_2013240.QC_Day.tif, 389540, 396600, 0.982199
MOD11A1_2013240.LST_Night_1km.tif, MOD11A1_2013240.QC_Night.tif, 383853, 396600, 0.967859
MOD11A1_2013241.LST_Day_1km.tif, MOD11A1_2013241.QC_Day.tif, 363264, 396600, 0.915946
MOD11A1_2013241.LST_Night_1km.tif, MOD11A1_2013241.QC_Night.tif, 377078, 396600, 0.950777
MOD11A1_2013242.LST_Day_1km.tif, MOD11A1_2013242.QC_Day.tif, 388905, 396600, 0.980598
MOD11A1_2013242.LST_Night_1km.tif, MOD11A1_2013242.QC_Night.tif, 375706, 396600, 0.947317
MOD11A1_2013243.LST_Day_1km.tif, MOD11A1_2013243.QC_Day.tif, 287166, 396600, 0.724070
MOD11A1_2013243.LST_Night_1km.tif, MOD11A1_2013243.QC_Night.tif, 90556, 396600, 0.228331
MOD11A1_2013244.LST_Day_1km.tif, MOD11A1_2013244.QC_Day.tif, 198938, 396600, 0.501609
MOD11A1_2013244.LST_Night_1km.tif, MOD11A1_2013244.QC_Night.tif, 312387, 396600, 0.787663
MOD11A1_2013245.LST_Day_1km.tif, MOD11A1_2013245.QC_Day.tif, 323269, 396600, 0.815101
MOD11A1_2013245.LST_Night_1km.tif, MOD11A1_2013245.QC_Night.tif, 170132, 396600, 0.428976
MOD11A1_2013246.LST_Day_1km.tif, MOD11A1_2013246.QC_Day.tif, 193264, 396600, 0.487302
MOD11A1_2013246.LST_Night_1km.tif, MOD11A1_2013246.QC_Night.tif, 245190, 396600, 0.618230
MOD11A1_2013247.LST_Day_1km.tif, MOD11A1_2013247.QC_Day.tif, 259881, 396600, 0.655272
MOD11A1_2013247.LST_Night_1km.tif, MOD11A1_2013247.QC_Night.tif, 307506, 396600, 0.775356
MOD11A1_2013248.LST_Day_1km.tif, MOD11A1_2013248.QC_Day.tif, 314353, 396600, 0.792620
MOD11A1_2013248.LST_Night_1km.tif, MOD11A1_2013248.QC_Night.tif, 378735, 396600, 0.954955
MOD11A1_2013249.LST_Day_1km.tif, MOD11A1_2013249.QC_Day.tif, 350665, 396600, 0.884178
MOD11A1_2013249.LST_Night_1km.tif, MOD11A1_2013249.QC_Night.tif, 211635, 396600, 0.533623
MOD11A1_2013250.LST_Day_1km.tif, MOD11A1_2013250.QC_Day.tif, 165869, 396600, 0.418227
MOD11A1_2013250.LST_Night_1km.tif, MOD11A1_2013250.QC_Night.tif, 321470, 396600, 0.810565
MOD11A1_2013251.LST_Day_1km.tif, MOD11A1_2013251.QC_Day.tif, 223263, 396600, 0.562943
MOD11A1_2013251.LST_Night_1km.tif, MOD11A1_2013251.QC_Night.tif, 211381, 396600, 0.532983
MOD11A1_2013252.LST_Day_1km.tif, MOD11A1_2013252.QC_Day.tif, 242348, 396600, 0.611064
MOD11A1_2013252.LST_Night_1km.tif, MOD11A1_2013252.QC_Night.tif, 280030, 396600, 0.706077
MOD11A1_2013253.LST_Day_1km.tif, MOD11A1_2013253.QC_Day.tif, 342901, 396600, 0.864602
MOD11A1_2013253.LST_Night_1km.tif, MOD11A1_2013253.QC_Night.tif, 355579, 396600, 0.896568
MOD11A1_2013254.LST_Day_1km.tif, MOD11A1_2013254.QC_Day.tif, 312746, 396600, 0.788568
MOD11A1_2013254.LST_Night_1km.tif, MOD11A1_2013254.QC_Night.tif, 169179, 396600, 0.426573
MOD11A1_2013255.LST_Day_1km.tif, MOD11A1_2013255.QC_Day.tif, 336192, 396600, 0.847685
MOD11A1_2013255.LST_Night_1km.tif, MOD11A1_2013255.QC_Night.tif, 386415, 396600, 0.974319
MOD11A1_2013256.LST_Day_1km.tif, MOD11A1_2013256.QC_Day.tif, 331702, 396600, 0.836364
MOD11A1_2013256.LST_Night_1km.tif, MOD11A1_2013256.QC_Night.tif, 223146, 396600, 0.562648
MOD11A1_2013257.LST_Day_1km.tif, MOD11A1_2013257.QC_Day.tif, 217554, 396600, 0.548548
MOD11A1_2013257.LST_Night_1km.tif, MOD11A1_2013257.QC_Night.tif, 258775, 396600, 0.652484
MOD11A1_2013258.LST_Day_1km.tif, MOD11A1_2013258.QC_Day.tif, 343097, 396600, 0.865096
MOD11A1_2013258.LST_Night_1km.tif, MOD11A1_2013258.QC_Night.tif, 308300, 396600, 0.777358
MOD11A1_2013259.LST_Day_1km.tif, MOD11A1_2013259.QC_Day.tif, 139879, 396600, 0.352695
MOD11A1_2013259.LST_Night_1km.tif, MOD11A1_2013259.QC_Night.tif, 323392, 396600, 0.815411
MOD11A1_2013260.LST_Day_1km.tif, MOD11A1_2013260.QC_Day.tif, 269157, 396600, 0.678661
MOD11A1_2013260.LST_Night_1km.tif, MOD11A1_2013260.QC_Night.tif, 31921, 396600, 0.080487
MOD11A1_2013261.LST_Day_1km.tif, MOD11A1_2013261.QC_Day.tif, 230183, 396600, 0.580391
MOD11A1_2013261.LST_Night_1km.tif, MOD11A1_2013261.QC_Night.tif, 380557, 396600, 0.959549
MOD11A1_2013262.LST_Day_1km.tif, MOD11A1_2013262.QC_Day.tif, 392354, 396600, 0.989294
MOD11A1_2013262.LST_Night_1km.tif, MOD11A1_2013262.QC_Night.tif, 109380, 396600, 0.275794
MOD11A1_2013263.LST_Day_1km.tif, MOD11A1_2013263.QC_Day.tif, 355744, 396600, 0.896984
MOD11A1_2013263.LST_Night_1km.tif, MOD11A1_2013263.QC_Night.tif, 395906, 396600, 0.998250
MOD11A1_2013264.LST_Day_1km.tif, MOD11A1_2013264.QC_Day.tif, 377861, 396600, 0.952751
MOD11A1_2013264.LST_Night_1km.tif, MOD11A1_2013264.QC_Night.tif, 232987, 396600, 0.587461
MOD11A1_2013265.LST_Day_1km.tif, MOD11A1_2013265.QC_Day.tif, 155764, 396600, 0.392748
MOD11A1_2013265.LST_Night_1km.tif, MOD11A1_2013265.QC_Night.tif, 232785, 396600, 0.586952
MOD11A1_2013266.LST_Day_1km.tif, MOD11A1_2013266.QC_Day.tif, 311080, 396600, 0.784367
MOD11A1_2013266.LST_Night_1km.tif, MOD11A1_2013266.QC_Night.tif, 219390, 396600, 0.553177
MOD11A1_2013267.LST_Day_1km.tif, MOD11A1_2013267.QC_Day.tif, 390262, 396600, 0.984019
MOD11A1_2013267.LST_Night_1km.tif, MOD11A1_2013267.QC_Night.tif, 317779, 396600, 0.801258
MOD11A1_2013268.LST_Day_1km.tif, MOD11A1_2013268.QC_Day.tif, 362194, 396600, 0.913248
MOD11A1_2013268.LST_Night_1km.tif, MOD11A1_2013268.QC_Night.tif, 389734, 396600, 0.982688
MOD11A1_2013269.LST_Day_1km.tif, MOD11A1_2013269.QC_Day.tif, 368043, 396600, 0.927995
MOD11A1_2013269.LST_Night_1km.tif, MOD11A1_2013269.QC_Night.tif, 327412, 396600, 0.825547
MOD11A1_2013270.LST_Day_1km.tif, MOD11A1_2013270.QC_Day.tif, 381517, 396600, 0.961969
MOD11A1_2013270.LST_Night_1km.tif, MOD11A1_2013270.QC_Night.tif, 335105, 396600, 0.844945
MOD11A1_2013271.LST_Day_1km.tif, MOD11A1_2013271.QC_Day.tif, 395995, 396600, 0.998475
MOD11A1_2013271.LST_Night_1km.tif, MOD11A1_2013271.QC_Night.tif, 323393, 396600, 0.815414
MOD11A1_2013272.LST_Day_1km.tif, MOD11A1_2013272.QC_Day.tif, 181459, 396600, 0.457537
MOD11A1_2013272.LST_Night_1km.tif, MOD11A1_2013272.QC_Night.tif, 141414, 396600, 0.356566
MOD11A1_2013273.LST_Day_1km.tif, MOD11A1_2013273.QC_Day.tif, 367849, 396600, 0.927506
MOD11A1_2013273.LST_Night_1km.tif, MOD11A1_2013273.QC_Night.tif, 389742, 396600, 0.982708
MOD11A1_2013274.LST_Day_1km.tif, MOD11A1_2013274.QC_Day.tif, 391215, 396600, 0.986422
MOD11A1_2013274.LST_Night_1km.tif, MOD11A1_2013274.QC_Night.tif, 389780, 396600, 0.982804
MOD11A1_2013275.LST_Day_1km.tif, MOD11A1_2013275.QC_Day.tif, 383687, 396600, 0.967441
MOD11A1_2013275.LST_Night_1km.tif, MOD11A1_2013275.QC_Night.tif, 385698, 396600, 0.972511
MOD11A1_2013276.LST_Day_1km.tif, MOD11A1_2013276.QC_Day.tif, 392401, 396600, 0.989413
MOD11A1_2013276.LST_Night_1km.tif, MOD11A1_2013276.QC_Night.tif, 395077, 396600, 0.996160
MOD11A1_2013277.LST_Day_1km.tif, MOD11A1_2013277.QC_Day.tif, 394317, 396600, 0.994244
MOD11A1_2013277.LST_Night_1km.tif, MOD11A1_2013277.QC_Night.tif, 390765, 396600, 0.985287
MOD11A1_2013278.LST_Day_1km.tif, MOD11A1_2013278.QC_Day.tif, 172087, 396600, 0.433906
MOD11A1_2013278.LST_Night_1km.tif, MOD11A1_2013278.QC_Night.tif, 391616, 396600, 0.987433
MOD11A1_2013279.LST_Day_1km.tif, MOD11A1_2013279.QC_Day.tif, 297167, 396600, 0.749286
MOD11A1_2013279.LST_Night_1km.tif, MOD11A1_2013279.QC_Night.tif, 176434, 396600, 0.444866
MOD11A1_2013280.LST_Day_1km.tif, MOD11A1_2013280.QC_Day.tif, 381955, 396600, 0.963074
MOD11A1_2013280.LST_Night_1km.tif, MOD11A1_2013280.QC_Night.tif, 396393, 396600, 0.999478
MOD11A1_2013281.LST_Day_1km.tif, MOD11A1_2013281.QC_Day.tif, 396376, 396600, 0.999435
MOD11A1_2013281.LST_Night_1km.tif, MOD11A1_2013281.QC_Night.tif, 396140, 396600, 0.998840
MOD11A1_2013282.LST_Day_1km.tif, MOD11A1_2013282.QC_Day.tif, 368920, 396600, 0.930207
MOD11A1_2013282.LST_Night_1km.tif, MOD11A1_2013282.QC_Night.tif, 396028, 396600, 0.998558
MOD11A1_2013283.LST_Day_1km.tif, MOD11A1_2013283.QC_Day.tif, 396350, 396600, 0.999370
MOD11A1_2013283.LST_Night_1km.tif, MOD11A1_2013283.QC_Night.tif, 0, 396600, 0.000000
MOD11A1_2013284.LST_Day_1km.tif, MOD11A1_2013284.QC_Day.tif, 349050, 396600, 0.880106
MOD11A1_2013284.LST_Night_1km.tif, MOD11A1_2013284.QC_Night.tif, 212012, 396600, 0.534574
MOD11A1_2013285.LST_Day_1km.tif, MOD11A1_2013285.QC_Day.tif, 181525, 396600, 0.457703
MOD11A1_2013285.LST_Night_1km.tif, MOD11A1_2013285.QC_Night.tif, 207492, 396600, 0.523177
MOD11A1_2013286.LST_Day_1km.tif, MOD11A1_2013286.QC_Day.tif, 97029, 396600, 0.244652
MOD11A1_2013286.LST_Night_1km.tif, MOD11A1_2013286.QC_Night.tif, 164590, 396600, 0.415003
MOD11A1_2013287.LST_Day_1km.tif, MOD11A1_2013287.QC_Day.tif, 293354, 396600, 0.739672
MOD11A1_2013287.LST_Night_1km.tif, MOD11A1_2013287.QC_Night.tif, 387289, 396600, 0.976523
MOD11A1_2013288.LST_Day_1km.tif, MOD11A1_2013288.QC_Day.tif, 139430, 396600, 0.351563
MOD11A1_2013288.LST_Night_1km.tif, MOD11A1_2013288.QC_Night.tif, 264083, 396600, 0.665867
MOD11A1_2013289.LST_Day_1km.tif, MOD11A1_2013289.QC_Day.tif, 357884, 396600, 0.902380
MOD11A1_2013289.LST_Night_1km.tif, MOD11A1_2013289.QC_Night.tif, 395886, 396600, 0.998200
MOD11A1_2013290.LST_Day_1km.tif, MOD11A1_2013290.QC_Day.tif, 330150, 396600, 0.832451
MOD11A1_2013290.LST_Night_1km.tif, MOD11A1_2013290.QC_Night.tif, 0, 396600, 0.000000
MOD11A1_2013291.LST_Day_1km.tif, MOD11A1_2013291.QC_Day.tif, 363938, 396600, 0.917645
MOD11A1_2013291.LST_Night_1km.tif, MOD11A1_2013291.QC_Night.tif, 382961, 396600, 0.965610
MOD11A1_2013292.LST_Day_1km.tif, MOD11A1_2013292.QC_Day.tif, 188998, 396600, 0.476546
MOD11A1_2013292.LST_Night_1km.tif, MOD11A1_2013292.QC_Night.tif, 82680, 396600, 0.208472
MOD11A1_2013293.LST_Day_1km.tif, MOD11A1_2013293.QC_Day.tif, 316511, 396600, 0.798061
MOD11A1_2013293.LST_Night_1km.tif, MOD11A1_2013293.QC_Night.tif, 299017, 396600, 0.753951
MOD11A1_2013294.LST_Day_1km.tif, MOD11A1_2013294.QC_Day.tif, 227699, 396600, 0.574128
MOD11A1_2013294.LST_Night_1km.tif, MOD11A1_2013294.QC_Night.tif, 393054, 396600, 0.991059
MOD11A1_2013295.LST_Day_1km.tif, MOD11A1_2013295.QC_Day.tif, 380958, 396600, 0.960560
MOD11A1_2013295.LST_Night_1km.tif, MOD11A1_2013295.QC_Night.tif, 394031, 396600, 0.993522
MOD11A1_2013296.LST_Day_1km.tif, MOD11A1_2013296.QC_Day.tif, 334907, 396600, 0.844445
MOD11A1_2013296.LST_Night_1km.tif, MOD11A1_2013296.QC_Night.tif, 379749, 396600, 0.957511
MOD11A1_2013297.LST_Day_1km.tif, MOD11A1_2013297.QC_Day.tif, 374294, 396600, 0.943757
MOD11A1_2013297.LST_Night_1km.tif, MOD11A1_2013297.QC_Night.tif, 383386, 396600, 0.966682
MOD11A1_2013298.LST_Day_1km.tif, MOD11A1_2013298.QC_Day.tif, 322497, 396600, 0.813154
MOD11A1_2013298.LST_Night_1km.tif, MOD11A1_2013298.QC_Night.tif, 365422, 396600, 0.921387
MOD11A1_2013299.LST_Day_1km.tif, MOD11A1_2013299.QC_Day.tif, 362931, 396600, 0.915106
MOD11A1_2013299.LST_Night_1km.tif, MOD11A1_2013299.QC_Night.tif, 377708, 396600, 0.952365
MOD11A1_2013300.LST_Day_1km.tif, MOD11A1_2013300.QC_Day.tif, 328621, 396600, 0.828596
MOD11A1_2013300.LST_Night_1km.tif, MOD11A1_2013300.QC_Night.tif, 391672, 396600, 0.987574
MOD11A1_2013301.LST_Day_1km.tif, MOD11A1_2013301.QC_Day.tif, 357281, 396600, 0.900860
MOD11A1_2013301.LST_Night_1km.tif, MOD11A1_2013301.QC_Night.tif, 396059, 396600, 0.998636
MOD11A1_2013302.LST_Day_1km.tif, MOD11A1_2013302.QC_Day.tif, 391505, 396600, 0.987153
MOD11A1_2013302.LST_Night_1km.tif, MOD11A1_2013302.QC_Night.tif, 151005, 396600, 0.380749
MOD11A1_2013303.LST_Day_1km.tif, MOD11A1_2013303.QC_Day.tif, 45519, 396600, 0.114773
MOD11A1_2013303.LST_Night_1km.tif, MOD11A1_2013303.QC_Night.tif, 212183, 396600, 0.535005
MOD11A1_2013304.LST_Day_1km.tif, MOD11A1_2013304.QC_Day.tif, 253951, 396600, 0.640320
MOD11A1_2013304.LST_Night_1km.tif, MOD11A1_2013304.QC_Night.tif, 394482, 396600, 0.994660
MOD11A1_2013305.LST_Day_1km.tif, MOD11A1_2013305.QC_Day.tif, 323723, 396600, 0.816246
MOD11A1_2013305.LST_Night_1km.tif, MOD11A1_2013305.QC_Night.tif, 377749, 396600, 0.952468
MOD11A1_2013306.LST_Day_1km.tif, MOD11A1_2013306.QC_Day.tif, 382100, 396600, 0.963439
MOD11A1_2013306.LST_Night_1km.tif, MOD11A1_2013306.QC_Night.tif, 392724, 396600, 0.990227
MOD11A1_2013307.LST_Day_1km.tif, MOD11A1_2013307.QC_Day.tif, 358311, 396600, 0.903457
MOD11A1_2013307.LST_Night_1km.tif, MOD11A1_2013307.QC_Night.tif, 199737, 396600, 0.503623
MOD11A1_2013308.LST_Day_1km.tif, MOD11A1_2013308.QC_Day.tif, 245222, 396600, 0.618311
MOD11A1_2013308.LST_Night_1km.tif, MOD11A1_2013308.QC_Night.tif, 387424, 396600, 0.976863
MOD11A1_2013309.LST_Day_1km.tif, MOD11A1_2013309.QC_Day.tif, 354738, 396600, 0.894448
MOD11A1_2013309.LST_Night_1km.tif, MOD11A1_2013309.QC_Night.tif, 391964, 396600, 0.988311
MOD11A1_2013310.LST_Day_1km.tif, MOD11A1_2013310.QC_Day.tif, 276411, 396600, 0.696952
MOD11A1_2013310.LST_Night_1km.tif, MOD11A1_2013310.QC_Night.tif, 394875, 396600, 0.995651
MOD11A1_2013311.LST_Day_1km.tif, MOD11A1_2013311.QC_Day.tif, 336836, 396600, 0.849309
MOD11A1_2013311.LST_Night_1km.tif, MOD11A1_2013311.QC_Night.tif, 337475, 396600, 0.850920
MOD11A1_2013312.LST_Day_1km.tif, MOD11A1_2013312.QC_Day.tif, 50234, 396600, 0.126662
MOD11A1_2013312.LST_Night_1km.tif, MOD11A1_2013312.QC_Night.tif, 72358, 396600, 0.182446
MOD11A1_2013313.LST_Day_1km.tif, MOD11A1_2013313.QC_Day.tif, 321406, 396600, 0.810403
MOD11A1_2013313.LST_Night_1km.tif, MOD11A1_2013313.QC_Night.tif, 213040, 396600, 0.537166
MOD11A1_2013314.LST_Day_1km.tif, MOD11A1_2013314.QC_Day.tif, 133706, 396600, 0.337131
MOD11A1_2013314.LST_Night_1km.tif, MOD11A1_2013314.QC_Night.tif, 341627, 396600, 0.861389
MOD11A1_2013315.LST_Day_1km.tif, MOD11A1_2013315.QC_Day.tif, 272180, 396600, 0.686283
MOD11A1_2013315.LST_Night_1km.tif, MOD11A1_2013315.QC_Night.tif, 224169, 396600, 0.565227
MOD11A1_2013316.LST_Day_1km.tif, MOD11A1_2013316.QC_Day.tif, 166869, 396600, 0.420749
MOD11A1_2013316.LST_Night_1km.tif, MOD11A1_2013316.QC_Night.tif, 236176, 396600, 0.595502
MOD11A1_2013317.LST_Day_1km.tif, MOD11A1_2013317.QC_Day.tif, 70740, 396600, 0.178366
MOD11A1_2013317.LST_Night_1km.tif, MOD11A1_2013317.QC_Night.tif, 393098, 396600, 0.991170
MOD11A1_2013318.LST_Day_1km.tif, MOD11A1_2013318.QC_Day.tif, 355587, 396600, 0.896589
MOD11A1_2013318.LST_Night_1km.tif, MOD11A1_2013318.QC_Night.tif, 358684, 396600, 0.904397
MOD11A1_2013319.LST_Day_1km.tif, MOD11A1_2013319.QC_Day.tif, 95162, 396600, 0.239945
MOD11A1_2013319.LST_Night_1km.tif, MOD11A1_2013319.QC_Night.tif, 286031, 396600, 0.721208
MOD11A1_2013320.LST_Day_1km.tif, MOD11A1_2013320.QC_Day.tif, 388253, 396600, 0.978954
MOD11A1_2013320.LST_Night_1km.tif, MOD11A1_2013320.QC_Night.tif, 394406, 396600, 0.994468
MOD11A1_2013321.LST_Day_1km.tif, MOD11A1_2013321.QC_Day.tif, 295663, 396600, 0.745494
MOD11A1_2013321.LST_Night_1km.tif, MOD11A1_2013321.QC_Night.tif, 395106, 396600, 0.996233
MOD11A1_2013322.LST_Day_1km.tif, MOD11A1_2013322.QC_Day.tif, 384073, 396600, 0.968414
MOD11A1_2013322.LST_Night_1km.tif, MOD11A1_2013322.QC_Night.tif, 357866, 396600, 0.902335
MOD11A1_2013323.LST_Day_1km.tif, MOD11A1_2013323.QC_Day.tif, 314085, 396600, 0.791944
MOD11A1_2013323.LST_Night_1km.tif, MOD11A1_2013323.QC_Night.tif, 354653, 396600, 0.894233
MOD11A1_2013324.LST_Day_1km.tif, MOD11A1_2013324.QC_Day.tif, 269938, 396600, 0.680630
MOD11A1_2013324.LST_Night_1km.tif, MOD11A1_2013324.QC_Night.tif, 395091, 396600, 0.996195
MOD11A1_2013325.LST_Day_1km.tif, MOD11A1_2013325.QC_Day.tif, 389063, 396600, 0.980996
MOD11A1_2013325.LST_Night_1km.tif, MOD11A1_2013325.QC_Night.tif, 322504, 396600, 0.813172
MOD11A1_2013326.LST_Day_1km.tif, MOD11A1_2013326.QC_Day.tif, 56385, 396600, 0.142171
MOD11A1_2013326.LST_Night_1km.tif, MOD11A1_2013326.QC_Night.tif, 179478, 396600, 0.452542
MOD11A1_2013327.LST_Day_1km.tif, MOD11A1_2013327.QC_Day.tif, 135671, 396600, 0.342085
MOD11A1_2013327.LST_Night_1km.tif, MOD11A1_2013327.QC_Night.tif, 245751, 396600, 0.619644
MOD11A1_2013328.LST_Day_1km.tif, MOD11A1_2013328.QC_Day.tif, 164365, 396600, 0.414435
MOD11A1_2013328.LST_Night_1km.tif, MOD11A1_2013328.QC_Night.tif, 390842, 396600, 0.985482
MOD11A1_2013329.LST_Day_1km.tif, MOD11A1_2013329.QC_Day.tif, 331851, 396600, 0.836740
MOD11A1_2013329.LST_Night_1km.tif, MOD11A1_2013329.QC_Night.tif, 258449, 396600, 0.651662
MOD11A1_2013330.LST_Day_1km.tif, MOD11A1_2013330.QC_Day.tif, 298295, 396600, 0.752131
MOD11A1_2013330.LST_Night_1km.tif, MOD11A1_2013330.QC_Night.tif, 391018, 396600, 0.985925
MOD11A1_2013331.LST_Day_1km.tif, MOD11A1_2013331.QC_Day.tif, 311123, 396600, 0.784476
MOD11A1_2013331.LST_Night_1km.tif, MOD11A1_2013331.QC_Night.tif, 392353, 396600, 0.989291
MOD11A1_2013332.LST_Day_1km.tif, MOD11A1_2013332.QC_Day.tif, 358352, 396600, 0.903560
MOD11A1_2013332.LST_Night_1km.tif, MOD11A1_2013332.QC_Night.tif, 392196, 396600, 0.988896
MOD11A1_2013333.LST_Day_1km.tif, MOD11A1_2013333.QC_Day.tif, 164776, 396600, 0.415472
MOD11A1_2013333.LST_Night_1km.tif, MOD11A1_2013333.QC_Night.tif, 342445, 396600, 0.863452
MOD11A1_2013334.LST_Day_1km.tif, MOD11A1_2013334.QC_Day.tif, 357062, 396600, 0.900308
MOD11A1_2013334.LST_Night_1km.tif, MOD11A1_2013334.QC_Night.tif, 372573, 396600, 0.939418
MOD11A1_2013335.LST_Day_1km.tif, MOD11A1_2013335.QC_Day.tif, 77503, 396600, 0.195419
MOD11A1_2013335.LST_Night_1km.tif, MOD11A1_2013335.QC_Night.tif, 313036, 396600, 0.789299
MOD11A1_2013336.LST_Day_1km.tif, MOD11A1_2013336.QC_Day.tif, 390738, 396600, 0.985219
MOD11A1_2013336.LST_Night_1km.tif, MOD11A1_2013336.QC_Night.tif, 360078, 396600, 0.907912
MOD11A1_2013337.LST_Day_1km.tif, MOD11A1_2013337.QC_Day.tif, 268314, 396600, 0.676536
MOD11A1_2013337.LST_Night_1km.tif, MOD11A1_2013337.QC_Night.tif, 279773, 396600, 0.705429
MOD11A1_2013338.LST_Day_1km.tif, MOD11A1_2013338.QC_Day.tif, 372157, 396600, 0.938369
MOD11A1_2013338.LST_Night_1km.tif, MOD11A1_2013338.QC_Night.tif, 393500, 396600, 0.992184
MOD11A1_2013339.LST_Day_1km.tif, MOD11A1_2013339.QC_Day.tif, 386327, 396600, 0.974097
MOD11A1_2013339.LST_Night_1km.tif, MOD11A1_2013339.QC_Night.tif, 394907, 396600, 0.995731
MOD11A1_2013340.LST_Day_1km.tif, MOD11A1_2013340.QC_Day.tif, 240232, 396600, 0.605729
MOD11A1_2013340.LST_Night_1km.tif, MOD11A1_2013340.QC_Night.tif, 266333, 396600, 0.671541
MOD11A1_2013341.LST_Day_1km.tif, MOD11A1_2013341.QC_Day.tif, 283903, 396600, 0.715842
MOD11A1_2013341.LST_Night_1km.tif, MOD11A1_2013341.QC_Night.tif, 253959, 396600, 0.640340
MOD11A1_2013342.LST_Day_1km.tif, MOD11A1_2013342.QC_Day.tif, 104803, 396600, 0.264254
MOD11A1_2013342.LST_Night_1km.tif, MOD11A1_2013342.QC_Night.tif, 394338, 396600, 0.994297
MOD11A1_2013343.LST_Day_1km.tif, MOD11A1_2013343.QC_Day.tif, 234666, 396600, 0.591694
MOD11A1_2013343.LST_Night_1km.tif, MOD11A1_2013343.QC_Night.tif, 229518, 396600, 0.578714
MOD11A1_2013344.LST_Day_1km.tif, MOD11A1_2013344.QC_Day.tif, 256806, 396600, 0.647519
MOD11A1_2013344.LST_Night_1km.tif, MOD11A1_2013344.QC_Night.tif, 344697, 396600, 0.869130
MOD11A1_2013345.LST_Day_1km.tif, MOD11A1_2013345.QC_Day.tif, 350536, 396600, 0.883853
MOD11A1_2013345.LST_Night_1km.tif, MOD11A1_2013345.QC_Night.tif, 0, 396600, 0.000000
MOD11A1_2013346.LST_Day_1km.tif, MOD11A1_2013346.QC_Day.tif, 383106, 396600, 0.965976
MOD11A1_2013346.LST_Night_1km.tif, MOD11A1_2013346.QC_Night.tif, 368138, 396600, 0.928235
MOD11A1_2013347.LST_Day_1km.tif, MOD11A1_2013347.QC_Day.tif, 296935, 396600, 0.748701
MOD11A1_2013347.LST_Night_1km.tif, MOD11A1_2013347.QC_Night.tif, 156392, 396600, 0.394332
MOD11A1_2013348.LST_Day_1km.tif, MOD11A1_2013348.QC_Day.tif, 223340, 396600, 0.563137
MOD11A1_2013348.LST_Night_1km.tif, MOD11A1_2013348.QC_Night.tif, 295326, 396600, 0.744644
MOD11A1_2013349.LST_Day_1km.tif, MOD11A1_2013349.QC_Day.tif, 118404, 396600, 0.298548
MOD11A1_2013349.LST_Night_1km.tif, MOD11A1_2013349.QC_Night.tif, 392509, 396600, 0.989685
MOD11A1_2013350.LST_Day_1km.tif, MOD11A1_2013350.QC_Day.tif, 387059, 396600, 0.975943
MOD11A1_2013350.LST_Night_1km.tif, MOD11A1_2013350.QC_Night.tif, 394116, 396600, 0.993737
MOD11A1_2013351.LST_Day_1km.tif, MOD11A1_2013351.QC_Day.tif, 194272, 396600, 0.489844
MOD11A1_2013351.LST_Night_1km.tif, MOD11A1_2013351.QC_Night.tif, 395097, 396600, 0.996210
MOD11A1_2013352.LST_Day_1km.tif, MOD11A1_2013352.QC_Day.tif, 369708, 396600, 0.932194
MOD11A1_2013352.LST_Night_1km.tif, MOD11A1_2013352.QC_Night.tif, 371508, 396600, 0.936732
MOD11A1_2013353.LST_Day_1km.tif, MOD11A1_2013353.QC_Day.tif, 267111, 396600, 0.673502
MOD11A1_2013353.LST_Night_1km.tif, MOD11A1_2013353.QC_Night.tif, 269401, 396600, 0.679276
MOD11A1_2013354.LST_Day_1km.tif, MOD11A1_2013354.QC_Day.tif, 165652, 396600, 0.417680
MOD11A1_2013354.LST_Night_1km.tif, MOD11A1_2013354.QC_Night.tif, 361183, 396600, 0.910698
MOD11A1_2013355.LST_Day_1km.tif, MOD11A1_2013355.QC_Day.tif, 387164, 396600, 0.976208
MOD11A1_2013355.LST_Night_1km.tif, MOD11A1_2013355.QC_Night.tif, 393987, 396600, 0.993411
MOD11A1_2013356.LST_Day_1km.tif, MOD11A1_2013356.QC_Day.tif, 216805, 396600, 0.546659
MOD11A1_2013356.LST_Night_1km.tif, MOD11A1_2013356.QC_Night.tif, 392958, 396600, 0.990817
MOD11A1_2013357.LST_Day_1km.tif, MOD11A1_2013357.QC_Day.tif, 313550, 396600, 0.790595
MOD11A1_2013357.LST_Night_1km.tif, MOD11A1_2013357.QC_Night.tif, 306563, 396600, 0.772978
MOD11A1_2013358.LST_Day_1km.tif, MOD11A1_2013358.QC_Day.tif, 124785, 396600, 0.314637
MOD11A1_2013358.LST_Night_1km.tif, MOD11A1_2013358.QC_Night.tif, 388282, 396600, 0.979027
